NCT_ID,Brief_Title,Official_Title,Start_Date,Year,Status,Phase,Enrollment,Enrollment_Type,Sponsor_Class,Countries,Subspecialty,Retina_Subtype,Modality,AI_Tag,Was_UpRanked,Source_MeSH,Source_Text
NCT00001598,DHEA Treatment for Sjogren's Syndrome,Dehydroepiandrosterone (DHEA) Treatment for Sjogren's Syndrome,1997-05-31,1999,COMPLETED,PHASE2,28.0,,NIH,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT00001599,Pilot Study of Thalidomide to Treat Sjogren's Syndrome,Pilot Study of Thalidomide for Sjogren's Syndrome,1997-05-31,1999,COMPLETED,PHASE2,28.0,,NIH,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT00001609,Studies of Families With Hereditary Cataracts,Clinical and Molecular Studies in Families With Congenital or Hereditary Cataracts,1996-10-31,1999,COMPLETED,,1200.0,,NIH,United States,Cataract & Lens,Cataract & Lens,Other/Unspecified,False,False,True,True
NCT00001610,Normal Human Electro-Oculogram,Normal Human Electro-Oculogram,1997-02-28,1999,COMPLETED,,150.0,,NIH,United States,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,False,True
NCT00001611,Immune Activity Against CVM Retinitis,Efficacy of Elevated CD4 Cell Counts on CMV Retinitis,1997-02-28,1999,COMPLETED,,15.0,,NIH,United States,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,False
NCT00001612,Long-Term Follow-Up of Patients Enrolled in the Early Treatment Diabetic Retinopathy Study (ETDRS),Long-Term Follow-Up of Patients Enrolled in the Early Treatment Diabetic Retinopathy Study (ETDRS),1997-05-31,2002,COMPLETED,,170.0,,NIH,United States,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT00001613,Cataract Surgery to Obtain Human Lens Material for the Study of Nuclear Cataracts,Use of Human Lens Material for the Study of Nuclear Cataracts,1997-05-31,1999,COMPLETED,,96.0,,NIH,United States,Cataract & Lens,Cataract & Lens,Other/Unspecified,False,False,True,True
NCT00001614,The Safety and Efficacy of Chicken Type II Collagen on Uveitis Associated With Juvenile Rheumatoid Arthritis,The Safety and Efficacy of Chicken Type II Collagen on Uveitis Associated With Juvenile Rheumatoid Arthritis,1997-07-31,2002,COMPLETED,PHASE1,13.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT00001615,Phase I Study of Corticosteroid Treatment of Ill-Defined Choroidal Neovascularization in Age-Related Macular Degeneration,Phase I Study of Corticosteroid Treatment of Ill-Defined Choroidal Neovascularization in Age-Related Macular Degeneration,1997-07-31,2002,COMPLETED,PHASE1,180.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT00001617,Test of QLS Device to Detect Early Cataracts,Feasibility Study - Use of Quasielastic Light Scattering (QLS) Device in a Study of the Human Lens and Lens Opacities,1997-09-30,2002,COMPLETED,,10.0,,NIH,United States,Cataract & Lens,Cataract & Lens,Other/Unspecified,False,False,True,True
NCT00001641,Study of Heritable Connective Tissue Disorders,Clinical and Molecular Manifestations of Heritable Connective Tissue Disorders,1997-03-31,1999,COMPLETED,,900.0,,NIH,United States,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT00001648,Structure of the Herpes Simplex Virus Receptor,Polymorphism of the Herpes Simplex Virus Receptor,1997-08-20,1999,COMPLETED,,60.0,ACTUAL,NIH,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,True
NCT00001661,Mechanisms of Human Plasticity in the Human System,Mechanisms of Plasticity in the Human Motor System,1996-12-31,1999,COMPLETED,,260.0,,NIH,United States,Comprehensive & Public Health,Comprehensive & Public Health,Other/Unspecified,False,False,True,False
NCT00001668,"Endolymphatic Sac Tumors in a Population of Patients With Von Hippel-Lindau Disease:The Natural History and Pathobiology, and a Prospective Non-Randomized Clinical Trial of Hearing Preservation Surgery in Patients With Early Stage Endolymphatic Sac Tumors","Endolymphatic Sac Tumors in a Population of Patients With Von Hippel-Lindau Disease:The Natural History and Pathobiology, and a Prospective Non-Randomized Clinical Trial of Hearing Preservation Surgery in Patients With Early Stage Endolymphatic Sac Tumors",1997-04-30,2002,COMPLETED,,75.0,,NIH,United States,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT00001731,Treatment of Dry Eye Syndrome With Cyclosporin A Eye Drops,"A Double-Masked, Randomized, Vehicle-Controlled Pilot Study of the Treatment of Keratoconjunctivitis Sicca With Topical Cyclosporin A 0.1% Emulsion",1997-11-30,2002,COMPLETED,PHASE2,30.0,,NIH,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT00001732,Screening for Studies on Inherited Eye Diseases,Screening Study for the Evaluation and Diagnosis of Potential Research Subjects With Inherited Ophthalmic Diseases,1998-02-25,1999,COMPLETED,,800.0,,NIH,United States,General/Other,General/Other,Other/Unspecified,False,False,True,True
NCT00001733,Screening for Studies on Retinovascular Diseases,Screening Study for the Evaluation and Diagnosis of Potential Research Subjects With Retinovascular Diseases,1998-03-06,1999,COMPLETED,,2000.0,,NIH,United States,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,True,True
NCT00001734,Screening for NEI Clinical Studies,Screening Study for the Evaluation and Diagnosis of Potential Research Subjects With Ocular Inflammatory or Immunologic Diseases,1998-03-23,1999,COMPLETED,,3000.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Other/Unspecified,False,False,True,True
NCT00001735,Gene Therapy for Gyrate Atrophy,Phase I Study in the Safety and Efficacy of Transduced Keratinocytes for Possible Treatment of Gyrate Atrophy,1998-04-30,2002,COMPLETED,PHASE1,5.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Surgical/Interventional,False,False,True,True
NCT00001736,New Cysteamine Eye Drops Formulation to Treat Corneal Crystals in Cystinosis,Safety and Efficacy Trial of a Proposed NDA Formulation of Topical Cysteamine in the Treatment of Corneal Cystine Crystal Accumulation in Cystinosis,1998-05-31,2002,COMPLETED,PHASE1,51.0,,NIH,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,False,True
NCT00001737,Cyclosporin Implant to Treat Uveitis,A Pilot Study of a Sustained-Release Cyclosporine A Implant for Uveitis,1998-05-31,1999,COMPLETED,PHASE1,10.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,False,True
NCT00001738,Vascular Endothelial Growth Factor (VEGF) in Uveitis,A Pilot Study to Demonstrate the Presence of Vascular Endothelial Growth Factor (VEGF) in Uveitic Cystoid Macular Edema,1998-08-31,2002,COMPLETED,,60.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Other/Unspecified,False,False,True,True
NCT00001774,Vasodilation in Patients With Fabry's Disease,An Investigation of Endothelium-Derived Vasodilation in Patients With Fabry's Disease,1997-10-31,2002,COMPLETED,,48.0,,NIH,United States,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT00001784,Mexiletine for the Treatment of Focal Dystonia,Mexiletine for the Treatment of Focal Dystonia,1998-07-31,1999,COMPLETED,PHASE2,24.0,,NIH,United States,Oculoplastics & Orbit,Oculoplastics & Orbit,Pharmacologic,False,False,True,True
NCT00001852,Natural History of Salivary Gland Dysfunction and Sjogren's Syndrome,Natural History of Salivary Gland Dysfunction and Sjogren's Syndrome,1999-04-09,1999,COMPLETED,,560.0,ACTUAL,NIH,Hungary|United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,False
NCT00001861,Screening for Studies on Nystagmus and Strabismus,Screening Study for the Evaluation and Diagnosis of Potential Research Subjects With Nystagmus or Strabismus,1999-01-29,1999,COMPLETED,,1500.0,,NIH,United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Other/Unspecified,False,False,True,True
NCT00001862,TNRF:Fc to Treat Eye Inflammation in Juvenile Rheumatoid Arthritis,The Safety and Efficacy of a Tumor Necrosis Factor Receptor Fusion Protein on Uveitis Associated With Juvenile Rheumatoid Arthritis,1999-02-28,1999,COMPLETED,PHASE2,15.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT00001863,Leflunomide to Treat Uveitis,Pilot Study of Leflunomide for the Treatment of Uveitis,1999-03-31,1999,COMPLETED,PHASE2,16.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT00001864,Amblyopia (Lazy Eye) Treatment Study,Amblyopia Treatment Study,1999-05-31,2002,COMPLETED,PHASE3,20.0,,NIH,United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,True
NCT00001865,HAT in Eye Complications of Behcet's Disease,A Study to Investigate the Safety and Efficacy of HAT to Treat the Ocular Complications Related to Behcet's Disease,1999-07-31,1999,COMPLETED,PHASE2,26.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT00001866,Eye Muscle Surgery to Treat Congenital Nystagmus,Horizontal Rectus Tenotomy in the Treatment of Congenital Nystagmus,1999-08-31,2002,COMPLETED,PHASE2,15.0,,NIH,United States,Glaucoma,Glaucoma,Surgical/Interventional,False,False,True,True
NCT00001867,Effect of Pregnancy on Uveitis,Effect of Pregnancy on Uveitis,1999-09-30,2002,COMPLETED,,10.0,,NIH,United States,Uveitis & Inflammation,Uveitis & Inflammation,Surgical/Interventional,False,True,True,True
NCT00001926,The Connection Between Areas in the Brain of Blind Patients,Connectivity of Occipital and Somatosensory Cortical Areas in Blind Subjects,1999-04-30,1999,COMPLETED,,45.0,,NIH,United States,Comprehensive & Public Health,Comprehensive & Public Health,Pharmacologic,False,False,True,False
NCT00001953,The Functioning of Immune and Hormonal Systems in Patients With Sjogren's Syndrome and in Healthy Volunteers,Basal and Stimulated Somatostatin Plasma Levels in Patients With Primary Sjogren's Syndrome and in Control Subjects,1999-11-30,2000,COMPLETED,,32.0,,NIH,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,False
NCT00001954,Etanercept Therapy for Sjogren's Syndrome,Etanercept Therapy for Sjogren's Syndrome,1999-12-31,2000,COMPLETED,PHASE2,28.0,,NIH,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT00001999,A Pilot Study to Obtain Preliminary Information Regarding the Efficacy and Safety of the Combination of Immune Globulin and Ganciclovir as Compared to Ganciclovir Alone in the Treatment of Sight-Threatening CMV Retinitis in Patients With AIDS,A Pilot Study to Obtain Preliminary Information Regarding the Efficacy and Safety of the Combination of Immune Globulin and Ganciclovir as Compared to Ganciclovir Alone in the Treatment of Sight-Threatening CMV Retinitis in Patients With AIDS,,2001,COMPLETED,,,,Other,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002015,An Open Label Evaluation of the Safety and Pharmacokinetics of Ganciclovir in Children,An Open Label Evaluation of the Safety and Pharmacokinetics of Ganciclovir in Children,,2001,COMPLETED,,20.0,,Other,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002016,A Phase I/II Trial to Assess the Safety and Tolerance of Escalating Doses of a Human Anti-Cytomegalovirus Monoclonal Antibody (SDZ MSL-109) in Patients With the Acquired Immunodeficiency Syndrome and CMV Retinitis,A Phase I/II Trial to Assess the Safety and Tolerance of Escalating Doses of a Human Anti-Cytomegalovirus Monoclonal Antibody (SDZ MSL-109) in Patients With the Acquired Immunodeficiency Syndrome and CMV Retinitis,,2001,COMPLETED,PHASE1,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002025,Open Label Ganciclovir Therapy for Sight- or Life-Threatening Cytomegalovirus Disease in the Immunocompromised Patient,Open Label Ganciclovir Therapy for Sight- or Life-Threatening Cytomegalovirus Disease in the Immunocompromised Patient,,2001,COMPLETED,,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002034,A Study of the Safety and Tolerance of Long-Term Therapy With Intravenous Cytovene (Ganciclovir Sodium) for Cytomegalovirus Retinitis in Persons With AIDS,A Study of the Safety and Tolerance of Long-Term Therapy With Intravenous Cytovene (Ganciclovir Sodium) for Cytomegalovirus Retinitis in Persons With AIDS,,2001,COMPLETED,,100.0,,Industry,Canada|United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT00002039,An Open Study of Foscarnet Treatment First Episode CMV-Retinitis in AIDS Patients,An Open Study of Foscarnet Treatment First Episode CMV-Retinitis in AIDS Patients,,2001,COMPLETED,,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002070,Phase III Ganciclovir +/- rGM-CSF for AIDS-Related CMV Retinitis,Phase III Ganciclovir +/- rGM-CSF for AIDS-Related CMV Retinitis,,2001,COMPLETED,PHASE3,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002125,A Multicenter Study of Oral Versus Intravenous Hydration in AIDS Patients With CMV Retinitis Treated With Foscavir (Foscarnet Sodium),A Multicenter Study of Oral Versus Intravenous Hydration in AIDS Patients With CMV Retinitis Treated With Foscavir (Foscarnet Sodium),,2001,COMPLETED,PHASE4,112.0,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002134,"A Randomized, Controlled Study of the Safety and Preventive Efficacy of Oral Ganciclovir When Used in Conjunction With An Intravitreal Ganciclovir Implant in the Treatment of Cytomegalovirus Retinitis","A Randomized, Controlled Study of the Safety and Preventive Efficacy of Oral Ganciclovir When Used in Conjunction With An Intravitreal Ganciclovir Implant in the Treatment of Cytomegalovirus Retinitis",,2001,COMPLETED,,450.0,,Other,United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT00002135,An Open-Label Safety Study of Oral Ganciclovir Maintenance Treatment of CMV Retinitis in People With Limited Venous Access,An Open-Label Safety Study of Oral Ganciclovir Maintenance Treatment of CMV Retinitis in People With Limited Venous Access,,2001,COMPLETED,,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002142,An Open-Label Study of the Safety and Efficacy of Cidofovir for the Treatment of Relapsing Cytomegalovirus Retinitis in Patients With AIDS,An Open-Label Study of the Safety and Efficacy of Cidofovir for the Treatment of Relapsing Cytomegalovirus Retinitis in Patients With AIDS,,2001,COMPLETED,,100.0,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002143,Treatment of Psoriasis Using Acitretin in HIV-Positive Patients,Treatment of Psoriasis Using Acitretin in HIV-Positive Patients,,2001,COMPLETED,PHASE3,30.0,,Industry,United States,General/Other,General/Other,Pharmacologic,False,False,False,True
NCT00002156,A Randomized Comparison of Intravitreal ISIS 2922 Plus Ganciclovir Versus Ganciclovir as Treatment for Patients With Cytomegalovirus Retinitis ( CMVR ),A Randomized Comparison of Intravitreal ISIS 2922 Plus Ganciclovir Versus Ganciclovir as Treatment for Patients With Cytomegalovirus Retinitis ( CMVR ),,2001,COMPLETED,PHASE2,194.0,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT00002169,A Study of Viracept in AIDS Patients With Cytomegalovirus Retinitis,"A Phase II, Randomized, Placebo-Controlled Study to Determine the Effects of Viracept on the Clinical Outcome of Cytomegalovirus (CMV) Retinitis in AIDS Patients Who Are Receiving Standard Induction and Maintenance Therapy for This Infection",,2001,COMPLETED,PHASE2,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002187,A Study of ISIS 2922 in the Treatment of Advanced Cytomegalovirus Retinitis,A Randomized Comparison of Two Dosage Schedules of Intravitreal ISIS 2922 for Patients With Advanced Cytomegalovirus Retinitis,,2001,COMPLETED,,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,True
NCT00002222,A Study of Valganciclovir in the Treatment of Cytomegalovirus (CMV) Retinitis in Patients With AIDS,"An Open Label Study of the Safety and Tolerability of Valganciclovir, an Oral Prodrug of Ganciclovir, for the Treatment of Cytomegalovirus Retinitis in Subjects With AIDS",,2001,COMPLETED,,200.0,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002247,A Randomized Study Comparing the Safety and Efficacy of Two Regimens of Oral Ganciclovir to Intravenous Ganciclovir Maintenance Therapy for Cytomegalovirus Retinitis in People With AIDS Who Have Received Prior Ganciclovir Therapy,A Randomized Study Comparing the Safety and Efficacy of Two Regimens of Oral Ganciclovir to Intravenous Ganciclovir Maintenance Therapy for Cytomegalovirus Retinitis in People With AIDS Who Have Received Prior Ganciclovir Therapy,,2001,COMPLETED,,225.0,,Industry,Canada|United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002257,A Randomized Controlled Study of the Efficacy and Safety of Maintenance Treatment With Oral Ganciclovir for Newly Diagnosed Cytomegalovirus Retinitis in People With AIDS,A Randomized Controlled Study of the Efficacy and Safety of Maintenance Treatment With Oral Ganciclovir for Newly Diagnosed Cytomegalovirus Retinitis in People With AIDS,,2001,COMPLETED,,150.0,,Industry,Canada|United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
NCT00002299,The Safety and Effectiveness of Ganciclovir Plus Interferon Beta in Preventing the Return of Cytomegalovirus (CMV) of the Eyes in Patients With AIDS,"Combination Therapy With 9-(1,3-Dihydroxy-2-Propoxymethyl) Guanine (DHPG) and Interferon Beta for the Prevention of Relapse of Cytomegalovirus Retinitis in Patients With the Acquired Immunodeficiency Syndrome",,2001,COMPLETED,,,,Industry,United States,Retina,Medical Retina,Pharmacologic,False,False,True,False
